Function,File,Line,Type,Description
handle_plugin_input,./lib/ui/tui/advanced_tui.sh,468,standard,Function definition
show_composite_screen,./lib/ui/tui/advanced_tui.sh,490,standard,Function definition
handle_composite_input,./lib/ui/tui/advanced_tui.sh,527,standard,Function definition
show_anomaly_screen,./lib/ui/tui/advanced_tui.sh,549,standard,Function definition
handle_anomaly_input,./lib/ui/tui/advanced_tui.sh,569,standard,Function definition
show_notification_screen,./lib/ui/tui/advanced_tui.sh,591,standard,Function definition
handle_notification_input,./lib/ui/tui/advanced_tui.sh,628,standard,Function definition
show_log_screen,./lib/ui/tui/advanced_tui.sh,650,standard,Function definition
handle_log_input,./lib/ui/tui/advanced_tui.sh,671,standard,Function definition
show_config_screen,./lib/ui/tui/advanced_tui.sh,693,standard,Function definition
handle_config_input,./lib/ui/tui/advanced_tui.sh,712,standard,Function definition
tui_status,./lib/ui/tui/status.sh,8,standard,Function definition
tui_check,./lib/ui/tui/status.sh,17,standard,Function definition
tui_show_config,./lib/ui/tui/config.sh,11,standard,Function definition
tui_configure,./lib/ui/tui/config.sh,22,standard,Function definition
tui_notification_management,./lib/ui/tui/notification.sh,11,standard,Function definition
init_colors,./lib/ui/cli/colors.sh,26,standard,Function definition
print_success,./lib/ui/cli/colors.sh,140,standard,Function definition
print_warning,./lib/ui/cli/colors.sh,144,standard,Function definition
print_error,./lib/ui/cli/colors.sh,148,standard,Function definition
print_info,./lib/ui/cli/colors.sh,152,standard,Function definition
print_debug,./lib/ui/cli/colors.sh,156,standard,Function definition
print_critical,./lib/ui/cli/colors.sh,160,standard,Function definition
print_status,./lib/ui/cli/colors.sh,165,standard,Function definition
print_header,./lib/ui/cli/colors.sh,202,standard,Function definition
print_separator,./lib/ui/cli/colors.sh,222,standard,Function definition
create_progress_bar,./lib/ui/cli/colors.sh,236,standard,Function definition
create_metric_bar,./lib/ui/cli/colors.sh,269,standard,Function definition
print_table_header,./lib/ui/cli/colors.sh,344,standard,Function definition
print_table_row,./lib/ui/cli/colors.sh,365,standard,Function definition
show_spinner,./lib/ui/cli/colors.sh,374,standard,Function definition
print_box,./lib/ui/cli/colors.sh,406,standard,Function definition
show_help,./lib/ui/cli/commands.sh,13,standard,Function definition
process_commands,./lib/ui/cli/commands.sh,52,standard,Function definition
cmd_status,./lib/ui/cli/commands.sh,176,standard,Function definition
cmd_start,./lib/ui/cli/commands.sh,244,standard,Function definition
cmd_stop,./lib/ui/cli/commands.sh,263,standard,Function definition
cmd_check,./lib/ui/cli/commands.sh,290,standard,Function definition
cmd_list,./lib/ui/cli/commands.sh,322,standard,Function definition
cmd_configure,./lib/ui/cli/commands.sh,328,standard,Function definition
cmd_logs,./lib/ui/cli/commands.sh,339,standard,Function definition
cmd_version,./lib/ui/cli/commands.sh,368,standard,Function definition
is_monitoring_running,./lib/ui/cli/commands.sh,374,standard,Function definition
cmd_tui,./lib/ui/cli/commands.sh,389,standard,Function definition
cmd_webhook,./lib/ui/cli/commands.sh,395,standard,Function definition
cmd_update_threshold,./lib/ui/cli/commands.sh,511,standard,Function definition
cmd_list_thresholds,./lib/ui/cli/commands.sh,536,standard,Function definition
cmd_template,./lib/ui/cli/commands.sh,542,standard,Function definition
cmd_composite,./lib/ui/cli/commands.sh,634,standard,Function definition
cmd_anomaly,./lib/ui/cli/commands.sh,767,standard,Function definition
cmd_reload,./lib/ui/cli/commands.sh,920,standard,Function definition
cmd_diagnostics,./lib/ui/cli/commands.sh,969,standard,Function definition
cmd_monitor,./lib/ui/cli/commands.sh,1206,standard,Function definition
cmd_logging,./lib/ui/cli/commands.sh,1233,standard,Function definition
cmd_clear_cache,./lib/ui/cli/commands.sh,1441,standard,Function definition
run_all_plugin_checks,./lib/ui/cli/commands.sh,1483,standard,Function definition
is_plugin_registered,./lib/ui/cli/commands.sh,1494,standard,Function definition
list_plugins,./lib/ui/cli/commands.sh,1503,standard,Function definition
run_plugin_check,./lib/ui/cli/commands.sh,1513,standard,Function definition
init_utilities,./lib/core/utils.sh,16,standard,Function definition
command_exists,./lib/core/utils.sh,81,standard,Function definition
get_os_type,./lib/core/utils.sh,93,standard,Function definition
is_root,./lib/core/utils.sh,124,standard,Function definition
get_linux_distro,./lib/core/utils.sh,129,standard,Function definition
format_bytes,./lib/core/utils.sh,151,standard,Function definition
to_lowercase,./lib/core/utils.sh,174,standard,Function definition
to_uppercase,./lib/core/utils.sh,179,standard,Function definition
sanitize_filename,./lib/core/utils.sh,184,standard,Function definition
create_secure_dir,./lib/core/utils.sh,191,standard,Function definition
create_temp_file,./lib/core/utils.sh,207,standard,Function definition
log_error_context,./lib/core/utils.sh,223,standard,Function definition
retry_operation,./lib/core/utils.sh,237,standard,Function definition
measure_performance,./lib/core/utils.sh,262,standard,Function definition
get_file_size,./lib/core/utils.sh,285,standard,Function definition
get_file_mtime,./lib/core/utils.sh,312,standard,Function definition
error_handling_init,./lib/core/error_handling.sh,48,standard,Function definition
error_trap_handler,./lib/core/error_handling.sh,86,standard,Function definition
error_exit_handler,./lib/core/error_handling.sh,144,standard,Function definition
determine_error_severity,./lib/core/error_handling.sh,165,standard,Function definition
create_error_context,./lib/core/error_handling.sh,210,standard,Function definition
generate_stack_trace,./lib/core/error_handling.sh,270,standard,Function definition
get_user_friendly_error_message,./lib/core/error_handling.sh,295,standard,Function definition
get_severity_name,./lib/core/error_handling.sh,347,standard,Function definition
log_error_with_context,./lib/core/error_handling.sh,362,standard,Function definition
_init_error_recovery_strategies,./lib/core/error_handling.sh,383,standard,Function definition
attempt_error_recovery,./lib/core/error_handling.sh,403,standard,Function definition
recover_file_not_found,./lib/core/error_handling.sh,448,standard,Function definition
recover_permission_denied,./lib/core/error_handling.sh,483,standard,Function definition
recover_network_error,./lib/core/error_handling.sh,515,standard,Function definition
recover_timeout,./lib/core/error_handling.sh,547,standard,Function definition
recover_configuration_error,./lib/core/error_handling.sh,572,standard,Function definition
recover_plugin_error,./lib/core/error_handling.sh,594,standard,Function definition
recover_dependency_error,./lib/core/error_handling.sh,624,standard,Function definition
recover_resource_exhausted,./lib/core/error_handling.sh,654,standard,Function definition
suggest_dependency_installation,./lib/core/error_handling.sh,676,standard,Function definition
handle_critical_error,./lib/core/error_handling.sh,696,standard,Function definition
emergency_cleanup,./lib/core/error_handling.sh,716,standard,Function definition
create_critical_error_report,./lib/core/error_handling.sh,739,standard,Function definition
send_error_notification,./lib/core/error_handling.sh,764,standard,Function definition
send_critical_error_notification,./lib/core/error_handling.sh,788,standard,Function definition
cleanup_temporary_files,./lib/core/error_handling.sh,808,standard,Function definition
cleanup_on_error,./lib/core/error_handling.sh,830,standard,Function definition
generate_error_summary,./lib/core/error_handling.sh,844,standard,Function definition
get_system_info_json,./lib/core/error_handling.sh,862,standard,Function definition
get_error_statistics_json,./lib/core/error_handling.sh,881,standard,Function definition
get_system_state_json,./lib/core/error_handling.sh,891,standard,Function definition
get_serversentry_version,./lib/core/error_handling.sh,910,standard,Function definition
throw_error,./lib/core/error_handling.sh,923,standard,Function definition
safe_execute,./lib/core/error_handling.sh,952,standard,Function definition
init_template_system,./lib/core/templates.sh,12,standard,Function definition
create_default_templates,./lib/core/templates.sh,33,standard,Function definition
process_template,./lib/core/templates.sh,176,standard,Function definition
get_template,./lib/core/templates.sh,248,standard,Function definition
generate_notification_content,./lib/core/templates.sh,286,standard,Function definition
list_templates,./lib/core/templates.sh,308,standard,Function definition
validate_template,./lib/core/templates.sh,327,standard,Function definition
_plugin_set_loaded,./lib/core/plugin.sh,46,standard,Function definition
_plugin_get_loaded,./lib/core/plugin.sh,61,standard,Function definition
_plugin_set_function_status,./lib/core/plugin.sh,80,standard,Function definition
_plugin_get_function_status,./lib/core/plugin.sh,95,standard,Function definition
_plugin_set_metadata,./lib/core/plugin.sh,111,standard,Function definition
_plugin_get_metadata,./lib/core/plugin.sh,126,standard,Function definition
plugin_system_init,./lib/core/plugin.sh,150,standard,Function definition
plugin_load,./lib/core/plugin.sh,243,standard,Function definition
plugin_validate_interface,./lib/core/plugin.sh,333,standard,Function definition
plugin_register,./lib/core/plugin.sh,366,standard,Function definition
plugin_run_check,./lib/core/plugin.sh,398,standard,Function definition
plugin_is_loaded,./lib/core/plugin.sh,533,standard,Function definition
plugin_list_loaded,./lib/core/plugin.sh,547,standard,Function definition
plugin_run_all_checks,./lib/core/plugin.sh,608,standard,Function definition
_plugin_cache_functions,./lib/core/plugin.sh,656,standard,Function definition
sanitize_and_validate_input,./lib/core/plugin.sh,675,standard,Function definition
plugin_registry_save,./lib/core/plugin.sh,708,standard,Function definition
plugin_registry_load,./lib/core/plugin.sh,758,standard,Function definition
plugin_performance_track,./lib/core/plugin.sh,800,standard,Function definition
plugin_get_performance_stats,./lib/core/plugin.sh,840,standard,Function definition
plugin_optimize_loading,./lib/core/plugin.sh,909,standard,Function definition
plugin_cleanup_performance_logs,./lib/core/plugin.sh,942,standard,Function definition
plugin_clear_cache,./lib/core/plugin.sh,968,standard,Function definition
init_composite_system,./lib/core/composite.sh,32,standard,Function definition
create_default_composite_checks,./lib/core/composite.sh,53,standard,Function definition
parse_composite_config,./lib/core/composite.sh,128,standard,Function definition
evaluate_composite_rule,./lib/core/composite.sh,160,standard,Function definition
get_triggered_conditions,./lib/core/composite.sh,334,standard,Function definition
is_in_cooldown,./lib/core/composite.sh,379,standard,Function definition
update_composite_state,./lib/core/composite.sh,408,standard,Function definition
run_composite_check,./lib/core/composite.sh,428,standard,Function definition
send_composite_notification,./lib/core/composite.sh,503,standard,Function definition
run_all_composite_checks,./lib/core/composite.sh,556,standard,Function definition
list_composite_checks,./lib/core/composite.sh,586,standard,Function definition
anomaly_system_init,./lib/core/anomaly.sh,19,standard,Function definition
anomaly_create_default_config,./lib/core/anomaly.sh,37,standard,Function definition
store_metric_data,./lib/core/anomaly.sh,100,standard,Function definition
calculate_statistics,./lib/core/anomaly.sh,127,standard,Function definition
detect_statistical_anomaly,./lib/core/anomaly.sh,180,standard,Function definition
detect_trend_anomaly,./lib/core/anomaly.sh,296,standard,Function definition
detect_spike_anomaly,./lib/core/anomaly.sh,362,standard,Function definition
anomaly_parse_config,./lib/core/anomaly.sh,411,standard,Function definition
anomaly_get_config_value,./lib/core/anomaly.sh,426,standard,Function definition
anomaly_run_detection,./lib/core/anomaly.sh,437,standard,Function definition
anomaly_should_send_notification,./lib/core/anomaly.sh,478,standard,Function definition
anomaly_get_consecutive_count,./lib/core/anomaly.sh,533,standard,Function definition
anomaly_send_notification,./lib/core/anomaly.sh,572,standard,Function definition
init_plugin_health_system,./lib/core/plugin_health.sh,12,standard,Function definition
create_plugin_registry,./lib/core/plugin_health.sh,30,standard,Function definition
register_plugin_health,./lib/core/plugin_health.sh,45,standard,Function definition
update_plugin_health,./lib/core/plugin_health.sh,108,standard,Function definition
get_plugin_health,./lib/core/plugin_health.sh,183,standard,Function definition
get_plugin_version,./lib/core/plugin_health.sh,195,standard,Function definition
check_plugin_updates,./lib/core/plugin_health.sh,207,standard,Function definition
get_plugin_health_summary,./lib/core/plugin_health.sh,242,standard,Function definition
list_plugin_health,./lib/core/plugin_health.sh,270,standard,Function definition
check_plugin_dependencies,./lib/core/plugin_health.sh,293,standard,Function definition
generate_plugin_health_report,./lib/core/plugin_health.sh,322,standard,Function definition
cleanup_health_logs,./lib/core/plugin_health.sh,348,standard,Function definition
util_require_param,./lib/core/utils/validation_utils.sh,15,standard,Function definition
util_validate_numeric,./lib/core/utils/validation_utils.sh,35,standard,Function definition
util_validate_positive_numeric,./lib/core/utils/validation_utils.sh,55,standard,Function definition
util_validate_boolean,./lib/core/utils/validation_utils.sh,79,standard,Function definition
util_validate_file_exists,./lib/core/utils/validation_utils.sh,99,standard,Function definition
util_validate_dir_exists,./lib/core/utils/validation_utils.sh,124,standard,Function definition
util_validate_executable,./lib/core/utils/validation_utils.sh,149,standard,Function definition
util_validate_ip_address,./lib/core/utils/validation_utils.sh,169,standard,Function definition
util_validate_port,./lib/core/utils/validation_utils.sh,198,standard,Function definition
util_validate_url,./lib/core/utils/validation_utils.sh,222,standard,Function definition
util_validate_email,./lib/core/utils/validation_utils.sh,242,standard,Function definition
util_validate_log_level,./lib/core/utils/validation_utils.sh,262,standard,Function definition
util_validate_string_length,./lib/core/utils/validation_utils.sh,287,standard,Function definition
util_validate_path_safe,./lib/core/utils/validation_utils.sh,316,standard,Function definition
util_sanitize_input,./lib/core/utils/validation_utils.sh,340,standard,Function definition
util_sanitize_path,./lib/core/utils/validation_utils.sh,353,standard,Function definition
util_json_set_value,./lib/core/utils/json_utils.sh,15,standard,Function definition
util_json_get_value,./lib/core/utils/json_utils.sh,35,standard,Function definition
util_json_merge,./lib/core/utils/json_utils.sh,54,standard,Function definition
util_json_create_object,./lib/core/utils/json_utils.sh,72,standard,Function definition
util_json_add_to_array,./lib/core/utils/json_utils.sh,107,standard,Function definition
util_json_validate,./lib/core/utils/json_utils.sh,131,standard,Function definition
util_json_escape,./lib/core/utils/json_utils.sh,148,standard,Function definition
util_json_create_status_object,./lib/core/utils/json_utils.sh,170,standard,Function definition
util_json_create_error_object,./lib/core/utils/json_utils.sh,202,standard,Function definition
util_json_extract_metrics,./lib/core/utils/json_utils.sh,231,standard,Function definition
util_json_pretty_print,./lib/core/utils/json_utils.sh,243,standard,Function definition
_json_set_simple,./lib/core/utils/json_utils.sh,254,standard,Function definition
_json_get_simple,./lib/core/utils/json_utils.sh,287,standard,Function definition
_json_validate_simple,./lib/core/utils/json_utils.sh,306,standard,Function definition
util_config_parse_yaml,./lib/core/utils/config_utils.sh,27,standard,Function definition
util_config_get_cached,./lib/core/utils/config_utils.sh,64,standard,Function definition
util_config_get_value,./lib/core/utils/config_utils.sh,83,standard,Function definition
util_config_get_array,./lib/core/utils/config_utils.sh,112,standard,Function definition
util_config_set_value,./lib/core/utils/config_utils.sh,145,standard,Function definition
util_config_validate_values,./lib/core/utils/config_utils.sh,179,standard,Function definition
util_config_load_env_overrides,./lib/core/utils/config_utils.sh,302,standard,Function definition
util_config_create_default,./lib/core/utils/config_utils.sh,333,standard,Function definition
_config_parse_with_yq,./lib/core/utils/config_utils.sh,364,standard,Function definition
_config_parse_basic,./lib/core/utils/config_utils.sh,389,standard,Function definition
_config_apply_defaults,./lib/core/utils/config_utils.sh,451,standard,Function definition
compat_init,./lib/core/utils/compat_utils.sh,27,standard,Function definition
compat_detect_os,./lib/core/utils/compat_utils.sh,36,standard,Function definition
compat_detect_bash,./lib/core/utils/compat_utils.sh,63,standard,Function definition
compat_detect_package_manager,./lib/core/utils/compat_utils.sh,127,standard,Function definition
compat_get_os,./lib/core/utils/compat_utils.sh,165,standard,Function definition
compat_get_os_version,./lib/core/utils/compat_utils.sh,171,standard,Function definition
compat_get_package_manager,./lib/core/utils/compat_utils.sh,177,standard,Function definition
compat_get_bash_path,./lib/core/utils/compat_utils.sh,183,standard,Function definition
compat_get_bash_version,./lib/core/utils/compat_utils.sh,189,standard,Function definition
compat_bash_is_compatible,./lib/core/utils/compat_utils.sh,198,standard,Function definition
compat_mkdir,./lib/core/utils/compat_utils.sh,218,standard,Function definition
compat_chmod,./lib/core/utils/compat_utils.sh,238,standard,Function definition
compat_sed_inplace,./lib/core/utils/compat_utils.sh,250,standard,Function definition
compat_stat_size,./lib/core/utils/compat_utils.sh,276,standard,Function definition
compat_stat_mtime,./lib/core/utils/compat_utils.sh,303,standard,Function definition
compat_date_iso,./lib/core/utils/compat_utils.sh,328,standard,Function definition
compat_get_cpu_count,./lib/core/utils/compat_utils.sh,348,standard,Function definition
compat_get_memory_total,./lib/core/utils/compat_utils.sh,366,standard,Function definition
compat_get_load_average,./lib/core/utils/compat_utils.sh,392,standard,Function definition
compat_get_interfaces,./lib/core/utils/compat_utils.sh,413,standard,Function definition
compat_get_process_list,./lib/core/utils/compat_utils.sh,436,standard,Function definition
compat_kill_process,./lib/core/utils/compat_utils.sh,460,standard,Function definition
compat_install_package,./lib/core/utils/compat_utils.sh,480,standard,Function definition
compat_package_installed,./lib/core/utils/compat_utils.sh,522,standard,Function definition
util_array_contains,./lib/core/utils/array_utils.sh,15,standard,Function definition
util_array_add_unique,./lib/core/utils/array_utils.sh,35,standard,Function definition
util_array_remove,./lib/core/utils/array_utils.sh,57,standard,Function definition
util_array_remove_at_index,./lib/core/utils/array_utils.sh,78,standard,Function definition
util_array_get_index,./lib/core/utils/array_utils.sh,108,standard,Function definition
util_array_length,./lib/core/utils/array_utils.sh,132,standard,Function definition
util_array_is_empty,./lib/core/utils/array_utils.sh,144,standard,Function definition
util_array_join,./lib/core/utils/array_utils.sh,156,standard,Function definition
util_array_split,./lib/core/utils/array_utils.sh,181,standard,Function definition
util_array_reverse,./lib/core/utils/array_utils.sh,201,standard,Function definition
util_array_sort,./lib/core/utils/array_utils.sh,219,standard,Function definition
util_array_unique,./lib/core/utils/array_utils.sh,234,standard,Function definition
util_array_filter,./lib/core/utils/array_utils.sh,255,standard,Function definition
util_array_map,./lib/core/utils/array_utils.sh,277,standard,Function definition
util_array_find,./lib/core/utils/array_utils.sh,299,standard,Function definition
util_array_copy,./lib/core/utils/array_utils.sh,321,standard,Function definition
util_array_slice,./lib/core/utils/array_utils.sh,337,standard,Function definition
util_array_to_string,./lib/core/utils/array_utils.sh,367,standard,Function definition
util_performance_timer_start,./lib/core/utils/performance_utils.sh,29,standard,Function definition
util_performance_timer_stop,./lib/core/utils/performance_utils.sh,49,standard,Function definition
util_performance_measure,./lib/core/utils/performance_utils.sh,92,standard,Function definition
util_performance_counter_increment,./lib/core/utils/performance_utils.sh,143,standard,Function definition
util_performance_counter_get,./lib/core/utils/performance_utils.sh,164,standard,Function definition
util_performance_benchmark_system,./lib/core/utils/performance_utils.sh,182,standard,Function definition
util_performance_get_stats,./lib/core/utils/performance_utils.sh,284,standard,Function definition
util_performance_cleanup_logs,./lib/core/utils/performance_utils.sh,342,standard,Function definition
util_performance_optimize_startup,./lib/core/utils/performance_utils.sh,367,standard,Function definition
util_command_exists,./lib/core/utils/command_utils.sh,36,standard,Function definition
util_command_exists_bulk,./lib/core/utils/command_utils.sh,91,standard,Function definition
util_command_get_path,./lib/core/utils/command_utils.sh,117,standard,Function definition
util_command_get_version,./lib/core/utils/command_utils.sh,132,standard,Function definition
util_execute_with_timeout,./lib/core/utils/command_utils.sh,162,standard,Function definition
util_execute_with_retry,./lib/core/utils/command_utils.sh,202,standard,Function definition
util_get_package_manager,./lib/core/utils/command_utils.sh,237,standard,Function definition
util_install_package,./lib/core/utils/command_utils.sh,278,standard,Function definition
util_command_cache_cleanup,./lib/core/utils/command_utils.sh,324,standard,Function definition
util_command_cache_stats,./lib/core/utils/command_utils.sh,355,standard,Function definition
util_command_cache_clear,./lib/core/utils/command_utils.sh,386,standard,Function definition
command_exists,./lib/core/utils/command_utils.sh,411,standard,Function definition
compat_command_exists,./lib/core/utils/command_utils.sh,415,standard,Function definition
util_command_exists_cached,./lib/core/utils/command_utils.sh,419,standard,Function definition
util_command_utils_init,./lib/core/utils/command_utils.sh,429,standard,Function definition
logging_init,./lib/core/logging.sh,70,standard,Function definition
_init_log_file,./lib/core/logging.sh,112,standard,Function definition
_load_logging_config,./lib/core/logging.sh,127,standard,Function definition
_init_specialized_logs,./lib/core/logging.sh,170,standard,Function definition
logging_set_level,./lib/core/logging.sh,208,standard,Function definition
logging_get_level,./lib/core/logging.sh,247,standard,Function definition
logging_rotate,./lib/core/logging.sh,275,standard,Function definition
logging_cleanup_archives,./lib/core/logging.sh,340,standard,Function definition
_log,./lib/core/logging.sh,372,standard,Function definition
log_debug,./lib/core/logging.sh,436,standard,Function definition
log_info,./lib/core/logging.sh,442,standard,Function definition
log_warning,./lib/core/logging.sh,448,standard,Function definition
log_error,./lib/core/logging.sh,454,standard,Function definition
log_critical,./lib/core/logging.sh,460,standard,Function definition
log_performance,./lib/core/logging.sh,467,standard,Function definition
log_audit,./lib/core/logging.sh,477,standard,Function definition
log_security,./lib/core/logging.sh,488,standard,Function definition
log_plugin,./lib/core/logging.sh,510,standard,Function definition
log_config,./lib/core/logging.sh,525,standard,Function definition
log_notification,./lib/core/logging.sh,538,standard,Function definition
log_with_context,./lib/core/logging.sh,564,standard,Function definition
logging_check_size,./lib/core/logging.sh,602,standard,Function definition
logging_check_health,./lib/core/logging.sh,625,standard,Function definition
logging_get_status,./lib/core/logging.sh,679,standard,Function definition
init_periodic_system,./lib/core/periodic.sh,14,standard,Function definition
create_default_periodic_config,./lib/core/periodic.sh,43,standard,Function definition
get_periodic_config,./lib/core/periodic.sh,77,standard,Function definition
set_periodic_config,./lib/core/periodic.sh,93,standard,Function definition
update_last_alert_time,./lib/core/periodic.sh,112,standard,Function definition
is_in_silence_period,./lib/core/periodic.sh,146,standard,Function definition
generate_system_report,./lib/core/periodic.sh,184,standard,Function definition
cleanup_old_reports,./lib/core/periodic.sh,256,standard,Function definition
should_generate_report,./lib/core/periodic.sh,279,standard,Function definition
run_periodic_monitoring,./lib/core/periodic.sh,342,standard,Function definition
show_periodic_status,./lib/core/periodic.sh,366,standard,Function definition
init_reload_system,./lib/core/reload.sh,13,standard,Function definition
setup_signal_handlers,./lib/core/reload.sh,28,standard,Function definition
handle_reload_signal,./lib/core/reload.sh,44,standard,Function definition
handle_plugin_reload_signal,./lib/core/reload.sh,79,standard,Function definition
handle_log_rotation_signal,./lib/core/reload.sh,114,standard,Function definition
perform_config_reload,./lib/core/reload.sh,133,standard,Function definition
perform_plugin_reload,./lib/core/reload.sh,192,standard,Function definition
validate_config_file,./lib/core/reload.sh,237,standard,Function definition
reload_notification_configs,./lib/core/reload.sh,269,standard,Function definition
send_reload_signal,./lib/core/reload.sh,295,standard,Function definition
show_reload_status,./lib/core/reload.sh,341,standard,Function definition
get_reload_history,./lib/core/reload.sh,363,standard,Function definition
config_init,./lib/core/config.sh,34,standard,Function definition
config_load,./lib/core/config.sh,62,standard,Function definition
config_get_value,./lib/core/config.sh,95,standard,Function definition
config_get_array,./lib/core/config.sh,107,standard,Function definition
config_set_value,./lib/core/config.sh,120,standard,Function definition
config_create_default,./lib/core/config.sh,139,standard,Function definition
config_validate,./lib/core/config.sh,228,standard,Function definition
config_reload,./lib/core/config.sh,244,standard,Function definition
notification_system_init,./lib/core/notification.sh,18,standard,Function definition
load_notification_provider,./lib/core/notification.sh,73,standard,Function definition
validate_notification_provider,./lib/core/notification.sh,102,standard,Function definition
register_notification_provider,./lib/core/notification.sh,117,standard,Function definition
send_notification,./lib/core/notification.sh,135,standard,Function definition
diagnostics_system_init,./lib/core/diagnostics.sh,48,standard,Function definition
diagnostics_create_default_config,./lib/core/diagnostics.sh,79,standard,Function definition
diagnostics_load_config,./lib/core/diagnostics.sh,145,standard,Function definition
_diagnostics_parse_shell_config,./lib/core/diagnostics.sh,177,standard,Function definition
diagnostics_run_full,./lib/core/diagnostics.sh,212,standard,Function definition
_diagnostics_update_counters,./lib/core/diagnostics.sh,353,standard,Function definition
diagnostics_check_system_health,./lib/core/diagnostics.sh,386,standard,Function definition
_diagnostics_count_result,./lib/core/diagnostics.sh,459,standard,Function definition
diagnostics_check_disk_space,./lib/core/diagnostics.sh,487,standard,Function definition
diagnostics_check_memory_usage,./lib/core/diagnostics.sh,547,standard,Function definition
diagnostics_get_macos_memory_usage,./lib/core/diagnostics.sh,610,standard,Function definition
diagnostics_check_load_average,./lib/core/diagnostics.sh,647,standard,Function definition
diagnostics_check_configuration,./lib/core/diagnostics.sh,728,standard,Function definition
diagnostics_check_yaml_syntax,./lib/core/diagnostics.sh,802,standard,Function definition
diagnostics_check_required_fields,./lib/core/diagnostics.sh,877,standard,Function definition
diagnostics_check_file_permissions,./lib/core/diagnostics.sh,932,standard,Function definition
diagnostics_check_dependencies,./lib/core/diagnostics.sh,1007,standard,Function definition
diagnostics_check_required_commands,./lib/core/diagnostics.sh,1068,standard,Function definition
diagnostics_check_optional_commands,./lib/core/diagnostics.sh,1124,standard,Function definition
diagnostics_check_performance,./lib/core/diagnostics.sh,1180,standard,Function definition
diagnostics_check_plugin_performance,./lib/core/diagnostics.sh,1226,standard,Function definition
diagnostics_check_plugins,./lib/core/diagnostics.sh,1317,standard,Function definition
diagnostics_check_plugin_availability,./lib/core/diagnostics.sh,1363,standard,Function definition
get_diagnostic_summary,./lib/core/diagnostics.sh,1430,standard,Function definition
cleanup_diagnostic_reports,./lib/core/diagnostics.sh,1476,standard,Function definition
format_json_array,./lib/core/diagnostics.sh,1513,standard,Function definition
diagnostics_get_summary,./lib/core/diagnostics.sh,1530,standard,Function definition
diagnostics_cleanup_reports,./lib/core/diagnostics.sh,1562,standard,Function definition
_diagnostics_format_json_array,./lib/core/diagnostics.sh,1613,standard,Function definition
memory_plugin_info,./lib/plugins/memory/memory.sh,21,standard,Function definition
memory_plugin_configure,./lib/plugins/memory/memory.sh,26,standard,Function definition
memory_plugin_check,./lib/plugins/memory/memory.sh,58,standard,Function definition
cpu_plugin_info,./lib/plugins/cpu/cpu.sh,19,standard,Function definition
cpu_plugin_configure,./lib/plugins/cpu/cpu.sh,24,standard,Function definition
cpu_plugin_check,./lib/plugins/cpu/cpu.sh,54,standard,Function definition
get_cpu_usage,./lib/plugins/cpu/cpu.sh,111,standard,Function definition
get_load_average,./lib/plugins/cpu/cpu.sh,173,standard,Function definition
disk_plugin_info,./lib/plugins/disk/disk.sh,22,standard,Function definition
disk_plugin_configure,./lib/plugins/disk/disk.sh,27,standard,Function definition
disk_plugin_check,./lib/plugins/disk/disk.sh,59,standard,Function definition
process_plugin_info,./lib/plugins/process/process.sh,18,standard,Function definition
process_plugin_configure,./lib/plugins/process/process.sh,23,standard,Function definition
process_plugin_check,./lib/plugins/process/process.sh,42,standard,Function definition
webhook_provider_init,./lib/notifications/webhook/webhook.sh,15,standard,Function definition
webhook_provider_configure,./lib/notifications/webhook/webhook.sh,29,standard,Function definition
webhook_provider_info,./lib/notifications/webhook/webhook.sh,43,standard,Function definition
webhook_provider_send,./lib/notifications/webhook/webhook.sh,48,standard,Function definition
webhook_provider_test,./lib/notifications/webhook/webhook.sh,186,standard,Function definition
webhook_provider_validate,./lib/notifications/webhook/webhook.sh,201,standard,Function definition
webhook_provider_status,./lib/notifications/webhook/webhook.sh,226,standard,Function definition
discord_provider_info,./lib/notifications/discord/discord.sh,20,standard,Function definition
discord_provider_configure,./lib/notifications/discord/discord.sh,25,standard,Function definition
discord_provider_send,./lib/notifications/discord/discord.sh,51,standard,Function definition
teams_provider_info,./lib/notifications/teams/teams.sh,20,standard,Function definition
teams_provider_configure,./lib/notifications/teams/teams.sh,28,standard,Function definition
teams_provider_send,./lib/notifications/teams/teams.sh,60,standard,Function definition
teams_provider_test,./lib/notifications/teams/teams.sh,189,standard,Function definition
teams_provider_validate,./lib/notifications/teams/teams.sh,204,standard,Function definition
teams_provider_status,./lib/notifications/teams/teams.sh,257,standard,Function definition
slack_provider_info,./lib/notifications/slack/slack.sh,21,standard,Function definition
slack_provider_configure,./lib/notifications/slack/slack.sh,26,standard,Function definition
slack_provider_send,./lib/notifications/slack/slack.sh,53,standard,Function definition
email_provider_info,./lib/notifications/email/email.sh,27,standard,Function definition
email_provider_configure,./lib/notifications/email/email.sh,32,standard,Function definition
email_provider_send,./lib/notifications/email/email.sh,95,standard,Function definition
send_via_mail,./lib/notifications/email/email.sh,171,standard,Function definition
send_via_sendmail,./lib/notifications/email/email.sh,200,standard,Function definition
send_via_smtp,./lib/notifications/email/email.sh,240,standard,Function definition
