# All Function Definitions in ServerSentry
# Generated: Sun May 25 17:20:24 +03 2025
# Format: FUNCTION_NAME | FILE | LINE_NUMBER | TYPE

cmd_list | ./lib/ui/cli/commands.sh | 322 | standard
cmd_configure | ./lib/ui/cli/commands.sh | 328 | standard
cmd_logs | ./lib/ui/cli/commands.sh | 339 | standard
cmd_version | ./lib/ui/cli/commands.sh | 368 | standard
is_monitoring_running | ./lib/ui/cli/commands.sh | 374 | standard
cmd_tui | ./lib/ui/cli/commands.sh | 389 | standard
cmd_webhook | ./lib/ui/cli/commands.sh | 395 | standard
cmd_update_threshold | ./lib/ui/cli/commands.sh | 511 | standard
cmd_list_thresholds | ./lib/ui/cli/commands.sh | 536 | standard
cmd_template | ./lib/ui/cli/commands.sh | 542 | standard
cmd_composite | ./lib/ui/cli/commands.sh | 634 | standard
cmd_anomaly | ./lib/ui/cli/commands.sh | 767 | standard
cmd_reload | ./lib/ui/cli/commands.sh | 920 | standard
cmd_diagnostics | ./lib/ui/cli/commands.sh | 969 | standard
cmd_monitor | ./lib/ui/cli/commands.sh | 1206 | standard
cmd_logging | ./lib/ui/cli/commands.sh | 1233 | standard
cmd_clear_cache | ./lib/ui/cli/commands.sh | 1441 | standard
run_all_plugin_checks | ./lib/ui/cli/commands.sh | 1483 | standard
is_plugin_registered | ./lib/ui/cli/commands.sh | 1494 | standard
list_plugins | ./lib/ui/cli/commands.sh | 1503 | standard
run_plugin_check | ./lib/ui/cli/commands.sh | 1513 | standard
init_utilities | ./lib/core/utils.sh | 16 | standard
command_exists | ./lib/core/utils.sh | 81 | standard
get_os_type | ./lib/core/utils.sh | 93 | standard
is_root | ./lib/core/utils.sh | 124 | standard
get_linux_distro | ./lib/core/utils.sh | 129 | standard
format_bytes | ./lib/core/utils.sh | 151 | standard
to_lowercase | ./lib/core/utils.sh | 174 | standard
to_uppercase | ./lib/core/utils.sh | 179 | standard
sanitize_filename | ./lib/core/utils.sh | 184 | standard
create_secure_dir | ./lib/core/utils.sh | 191 | standard
create_temp_file | ./lib/core/utils.sh | 207 | standard
log_error_context | ./lib/core/utils.sh | 223 | standard
retry_operation | ./lib/core/utils.sh | 237 | standard
measure_performance | ./lib/core/utils.sh | 262 | standard
get_file_size | ./lib/core/utils.sh | 285 | standard
get_file_mtime | ./lib/core/utils.sh | 312 | standard
error_handling_init | ./lib/core/error_handling.sh | 48 | standard
error_trap_handler | ./lib/core/error_handling.sh | 86 | standard
error_exit_handler | ./lib/core/error_handling.sh | 144 | standard
determine_error_severity | ./lib/core/error_handling.sh | 165 | standard
create_error_context | ./lib/core/error_handling.sh | 210 | standard
generate_stack_trace | ./lib/core/error_handling.sh | 270 | standard
get_user_friendly_error_message | ./lib/core/error_handling.sh | 295 | standard
get_severity_name | ./lib/core/error_handling.sh | 347 | standard
log_error_with_context | ./lib/core/error_handling.sh | 362 | standard
_init_error_recovery_strategies | ./lib/core/error_handling.sh | 383 | standard
attempt_error_recovery | ./lib/core/error_handling.sh | 403 | standard
recover_file_not_found | ./lib/core/error_handling.sh | 448 | standard
recover_permission_denied | ./lib/core/error_handling.sh | 483 | standard
recover_network_error | ./lib/core/error_handling.sh | 515 | standard
recover_timeout | ./lib/core/error_handling.sh | 547 | standard
recover_configuration_error | ./lib/core/error_handling.sh | 572 | standard
recover_plugin_error | ./lib/core/error_handling.sh | 594 | standard
recover_dependency_error | ./lib/core/error_handling.sh | 624 | standard
recover_resource_exhausted | ./lib/core/error_handling.sh | 654 | standard
suggest_dependency_installation | ./lib/core/error_handling.sh | 676 | standard
handle_critical_error | ./lib/core/error_handling.sh | 696 | standard
emergency_cleanup | ./lib/core/error_handling.sh | 716 | standard
create_critical_error_report | ./lib/core/error_handling.sh | 739 | standard
send_error_notification | ./lib/core/error_handling.sh | 764 | standard
send_critical_error_notification | ./lib/core/error_handling.sh | 788 | standard
cleanup_temporary_files | ./lib/core/error_handling.sh | 808 | standard
cleanup_on_error | ./lib/core/error_handling.sh | 830 | standard
generate_error_summary | ./lib/core/error_handling.sh | 844 | standard
get_system_info_json | ./lib/core/error_handling.sh | 862 | standard
get_error_statistics_json | ./lib/core/error_handling.sh | 881 | standard
get_system_state_json | ./lib/core/error_handling.sh | 891 | standard
get_serversentry_version | ./lib/core/error_handling.sh | 910 | standard
throw_error | ./lib/core/error_handling.sh | 923 | standard
safe_execute | ./lib/core/error_handling.sh | 952 | standard
init_template_system | ./lib/core/templates.sh | 12 | standard
create_default_templates | ./lib/core/templates.sh | 33 | standard
process_template | ./lib/core/templates.sh | 176 | standard
get_template | ./lib/core/templates.sh | 248 | standard
generate_notification_content | ./lib/core/templates.sh | 286 | standard
list_templates | ./lib/core/templates.sh | 308 | standard
validate_template | ./lib/core/templates.sh | 327 | standard
_plugin_set_loaded | ./lib/core/plugin.sh | 46 | standard
_plugin_get_loaded | ./lib/core/plugin.sh | 61 | standard
_plugin_set_function_status | ./lib/core/plugin.sh | 80 | standard
_plugin_get_function_status | ./lib/core/plugin.sh | 95 | standard
_plugin_set_metadata | ./lib/core/plugin.sh | 111 | standard
_plugin_get_metadata | ./lib/core/plugin.sh | 126 | standard
plugin_system_init | ./lib/core/plugin.sh | 150 | standard
plugin_load | ./lib/core/plugin.sh | 243 | standard
plugin_validate_interface | ./lib/core/plugin.sh | 333 | standard
plugin_register | ./lib/core/plugin.sh | 366 | standard
plugin_run_check | ./lib/core/plugin.sh | 398 | standard
plugin_is_loaded | ./lib/core/plugin.sh | 533 | standard
plugin_list_loaded | ./lib/core/plugin.sh | 547 | standard
plugin_run_all_checks | ./lib/core/plugin.sh | 608 | standard
_plugin_cache_functions | ./lib/core/plugin.sh | 656 | standard
sanitize_and_validate_input | ./lib/core/plugin.sh | 675 | standard
plugin_registry_save | ./lib/core/plugin.sh | 708 | standard
plugin_registry_load | ./lib/core/plugin.sh | 758 | standard
plugin_performance_track | ./lib/core/plugin.sh | 800 | standard
plugin_get_performance_stats | ./lib/core/plugin.sh | 840 | standard
plugin_optimize_loading | ./lib/core/plugin.sh | 909 | standard
plugin_cleanup_performance_logs | ./lib/core/plugin.sh | 942 | standard
plugin_clear_cache | ./lib/core/plugin.sh | 968 | standard
init_composite_system | ./lib/core/composite.sh | 32 | standard
create_default_composite_checks | ./lib/core/composite.sh | 53 | standard
parse_composite_config | ./lib/core/composite.sh | 128 | standard
evaluate_composite_rule | ./lib/core/composite.sh | 160 | standard
get_triggered_conditions | ./lib/core/composite.sh | 334 | standard
is_in_cooldown | ./lib/core/composite.sh | 379 | standard
update_composite_state | ./lib/core/composite.sh | 408 | standard
run_composite_check | ./lib/core/composite.sh | 428 | standard
send_composite_notification | ./lib/core/composite.sh | 503 | standard
run_all_composite_checks | ./lib/core/composite.sh | 556 | standard
list_composite_checks | ./lib/core/composite.sh | 586 | standard
anomaly_system_init | ./lib/core/anomaly.sh | 19 | standard
anomaly_create_default_config | ./lib/core/anomaly.sh | 37 | standard
store_metric_data | ./lib/core/anomaly.sh | 100 | standard
calculate_statistics | ./lib/core/anomaly.sh | 127 | standard
detect_statistical_anomaly | ./lib/core/anomaly.sh | 180 | standard
detect_trend_anomaly | ./lib/core/anomaly.sh | 296 | standard
detect_spike_anomaly | ./lib/core/anomaly.sh | 362 | standard
anomaly_parse_config | ./lib/core/anomaly.sh | 411 | standard
anomaly_get_config_value | ./lib/core/anomaly.sh | 426 | standard
anomaly_run_detection | ./lib/core/anomaly.sh | 437 | standard
anomaly_should_send_notification | ./lib/core/anomaly.sh | 478 | standard
anomaly_get_consecutive_count | ./lib/core/anomaly.sh | 533 | standard
anomaly_send_notification | ./lib/core/anomaly.sh | 572 | standard
init_plugin_health_system | ./lib/core/plugin_health.sh | 12 | standard
create_plugin_registry | ./lib/core/plugin_health.sh | 30 | standard
register_plugin_health | ./lib/core/plugin_health.sh | 45 | standard
update_plugin_health | ./lib/core/plugin_health.sh | 108 | standard
get_plugin_health | ./lib/core/plugin_health.sh | 183 | standard
get_plugin_version | ./lib/core/plugin_health.sh | 195 | standard
check_plugin_updates | ./lib/core/plugin_health.sh | 207 | standard
get_plugin_health_summary | ./lib/core/plugin_health.sh | 242 | standard
list_plugin_health | ./lib/core/plugin_health.sh | 270 | standard
check_plugin_dependencies | ./lib/core/plugin_health.sh | 293 | standard
generate_plugin_health_report | ./lib/core/plugin_health.sh | 322 | standard
cleanup_health_logs | ./lib/core/plugin_health.sh | 348 | standard
util_require_param | ./lib/core/utils/validation_utils.sh | 15 | standard
util_validate_numeric | ./lib/core/utils/validation_utils.sh | 35 | standard
util_validate_positive_numeric | ./lib/core/utils/validation_utils.sh | 55 | standard
util_validate_boolean | ./lib/core/utils/validation_utils.sh | 79 | standard
util_validate_file_exists | ./lib/core/utils/validation_utils.sh | 99 | standard
util_validate_dir_exists | ./lib/core/utils/validation_utils.sh | 124 | standard
util_validate_executable | ./lib/core/utils/validation_utils.sh | 149 | standard
util_validate_ip_address | ./lib/core/utils/validation_utils.sh | 169 | standard
util_validate_port | ./lib/core/utils/validation_utils.sh | 198 | standard
util_validate_url | ./lib/core/utils/validation_utils.sh | 222 | standard
util_validate_email | ./lib/core/utils/validation_utils.sh | 242 | standard
util_validate_log_level | ./lib/core/utils/validation_utils.sh | 262 | standard
util_validate_string_length | ./lib/core/utils/validation_utils.sh | 287 | standard
util_validate_path_safe | ./lib/core/utils/validation_utils.sh | 316 | standard
util_sanitize_input | ./lib/core/utils/validation_utils.sh | 340 | standard
util_sanitize_path | ./lib/core/utils/validation_utils.sh | 353 | standard
util_json_set_value | ./lib/core/utils/json_utils.sh | 15 | standard
util_json_get_value | ./lib/core/utils/json_utils.sh | 35 | standard
util_json_merge | ./lib/core/utils/json_utils.sh | 54 | standard
util_json_create_object | ./lib/core/utils/json_utils.sh | 72 | standard
util_json_add_to_array | ./lib/core/utils/json_utils.sh | 107 | standard
util_json_validate | ./lib/core/utils/json_utils.sh | 131 | standard
util_json_escape | ./lib/core/utils/json_utils.sh | 148 | standard
util_json_create_status_object | ./lib/core/utils/json_utils.sh | 170 | standard
util_json_create_error_object | ./lib/core/utils/json_utils.sh | 202 | standard
util_json_extract_metrics | ./lib/core/utils/json_utils.sh | 231 | standard
util_json_pretty_print | ./lib/core/utils/json_utils.sh | 243 | standard
_json_set_simple | ./lib/core/utils/json_utils.sh | 254 | standard
_json_get_simple | ./lib/core/utils/json_utils.sh | 287 | standard
_json_validate_simple | ./lib/core/utils/json_utils.sh | 306 | standard
util_config_parse_yaml | ./lib/core/utils/config_utils.sh | 27 | standard
util_config_get_cached | ./lib/core/utils/config_utils.sh | 64 | standard
util_config_get_value | ./lib/core/utils/config_utils.sh | 83 | standard
util_config_get_array | ./lib/core/utils/config_utils.sh | 112 | standard
util_config_set_value | ./lib/core/utils/config_utils.sh | 145 | standard
util_config_validate_values | ./lib/core/utils/config_utils.sh | 179 | standard
util_config_load_env_overrides | ./lib/core/utils/config_utils.sh | 302 | standard
util_config_create_default | ./lib/core/utils/config_utils.sh | 333 | standard
_config_parse_with_yq | ./lib/core/utils/config_utils.sh | 364 | standard
_config_parse_basic | ./lib/core/utils/config_utils.sh | 389 | standard
_config_apply_defaults | ./lib/core/utils/config_utils.sh | 451 | standard
compat_init | ./lib/core/utils/compat_utils.sh | 27 | standard
compat_detect_os | ./lib/core/utils/compat_utils.sh | 36 | standard
compat_detect_bash | ./lib/core/utils/compat_utils.sh | 63 | standard
compat_detect_package_manager | ./lib/core/utils/compat_utils.sh | 127 | standard
compat_get_os | ./lib/core/utils/compat_utils.sh | 165 | standard
compat_get_os_version | ./lib/core/utils/compat_utils.sh | 171 | standard
compat_get_package_manager | ./lib/core/utils/compat_utils.sh | 177 | standard
compat_get_bash_path | ./lib/core/utils/compat_utils.sh | 183 | standard
compat_get_bash_version | ./lib/core/utils/compat_utils.sh | 189 | standard
compat_bash_is_compatible | ./lib/core/utils/compat_utils.sh | 198 | standard
compat_mkdir | ./lib/core/utils/compat_utils.sh | 218 | standard
compat_chmod | ./lib/core/utils/compat_utils.sh | 238 | standard
compat_sed_inplace | ./lib/core/utils/compat_utils.sh | 250 | standard
compat_stat_size | ./lib/core/utils/compat_utils.sh | 276 | standard
compat_stat_mtime | ./lib/core/utils/compat_utils.sh | 303 | standard
compat_date_iso | ./lib/core/utils/compat_utils.sh | 328 | standard
compat_get_cpu_count | ./lib/core/utils/compat_utils.sh | 348 | standard
compat_get_memory_total | ./lib/core/utils/compat_utils.sh | 366 | standard
compat_get_load_average | ./lib/core/utils/compat_utils.sh | 392 | standard
compat_get_interfaces | ./lib/core/utils/compat_utils.sh | 413 | standard
compat_get_process_list | ./lib/core/utils/compat_utils.sh | 436 | standard
compat_kill_process | ./lib/core/utils/compat_utils.sh | 460 | standard
compat_install_package | ./lib/core/utils/compat_utils.sh | 480 | standard
compat_package_installed | ./lib/core/utils/compat_utils.sh | 522 | standard
util_array_contains | ./lib/core/utils/array_utils.sh | 15 | standard
util_array_add_unique | ./lib/core/utils/array_utils.sh | 35 | standard
util_array_remove | ./lib/core/utils/array_utils.sh | 57 | standard
util_array_remove_at_index | ./lib/core/utils/array_utils.sh | 78 | standard
util_array_get_index | ./lib/core/utils/array_utils.sh | 108 | standard
util_array_length | ./lib/core/utils/array_utils.sh | 132 | standard
util_array_is_empty | ./lib/core/utils/array_utils.sh | 144 | standard
util_array_join | ./lib/core/utils/array_utils.sh | 156 | standard
util_array_split | ./lib/core/utils/array_utils.sh | 181 | standard
util_array_reverse | ./lib/core/utils/array_utils.sh | 201 | standard
util_array_sort | ./lib/core/utils/array_utils.sh | 219 | standard
util_array_unique | ./lib/core/utils/array_utils.sh | 234 | standard
util_array_filter | ./lib/core/utils/array_utils.sh | 255 | standard
util_array_map | ./lib/core/utils/array_utils.sh | 277 | standard
util_array_find | ./lib/core/utils/array_utils.sh | 299 | standard
util_array_copy | ./lib/core/utils/array_utils.sh | 321 | standard
util_array_slice | ./lib/core/utils/array_utils.sh | 337 | standard
util_array_to_string | ./lib/core/utils/array_utils.sh | 367 | standard
util_performance_timer_start | ./lib/core/utils/performance_utils.sh | 29 | standard
util_performance_timer_stop | ./lib/core/utils/performance_utils.sh | 49 | standard
util_performance_measure | ./lib/core/utils/performance_utils.sh | 92 | standard
util_performance_counter_increment | ./lib/core/utils/performance_utils.sh | 143 | standard
util_performance_counter_get | ./lib/core/utils/performance_utils.sh | 164 | standard
util_performance_benchmark_system | ./lib/core/utils/performance_utils.sh | 182 | standard
util_performance_get_stats | ./lib/core/utils/performance_utils.sh | 284 | standard
util_performance_cleanup_logs | ./lib/core/utils/performance_utils.sh | 342 | standard
util_performance_optimize_startup | ./lib/core/utils/performance_utils.sh | 367 | standard
util_command_exists | ./lib/core/utils/command_utils.sh | 36 | standard
util_command_exists_bulk | ./lib/core/utils/command_utils.sh | 91 | standard
util_command_get_path | ./lib/core/utils/command_utils.sh | 117 | standard
util_command_get_version | ./lib/core/utils/command_utils.sh | 132 | standard
util_execute_with_timeout | ./lib/core/utils/command_utils.sh | 162 | standard
util_execute_with_retry | ./lib/core/utils/command_utils.sh | 202 | standard
util_get_package_manager | ./lib/core/utils/command_utils.sh | 237 | standard
util_install_package | ./lib/core/utils/command_utils.sh | 278 | standard
util_command_cache_cleanup | ./lib/core/utils/command_utils.sh | 324 | standard
util_command_cache_stats | ./lib/core/utils/command_utils.sh | 355 | standard
util_command_cache_clear | ./lib/core/utils/command_utils.sh | 386 | standard
command_exists | ./lib/core/utils/command_utils.sh | 411 | standard
compat_command_exists | ./lib/core/utils/command_utils.sh | 415 | standard
util_command_exists_cached | ./lib/core/utils/command_utils.sh | 419 | standard
util_command_utils_init | ./lib/core/utils/command_utils.sh | 429 | standard
logging_init | ./lib/core/logging.sh | 70 | standard
_init_log_file | ./lib/core/logging.sh | 112 | standard
_load_logging_config | ./lib/core/logging.sh | 127 | standard
_init_specialized_logs | ./lib/core/logging.sh | 170 | standard
logging_set_level | ./lib/core/logging.sh | 208 | standard
logging_get_level | ./lib/core/logging.sh | 247 | standard
logging_rotate | ./lib/core/logging.sh | 275 | standard
logging_cleanup_archives | ./lib/core/logging.sh | 340 | standard
_log | ./lib/core/logging.sh | 372 | standard
log_debug | ./lib/core/logging.sh | 436 | standard
log_info | ./lib/core/logging.sh | 442 | standard
log_warning | ./lib/core/logging.sh | 448 | standard
log_error | ./lib/core/logging.sh | 454 | standard
log_critical | ./lib/core/logging.sh | 460 | standard
log_performance | ./lib/core/logging.sh | 467 | standard
log_audit | ./lib/core/logging.sh | 477 | standard
log_security | ./lib/core/logging.sh | 488 | standard
log_plugin | ./lib/core/logging.sh | 510 | standard
log_config | ./lib/core/logging.sh | 525 | standard
log_notification | ./lib/core/logging.sh | 538 | standard
log_with_context | ./lib/core/logging.sh | 564 | standard
logging_check_size | ./lib/core/logging.sh | 602 | standard
logging_check_health | ./lib/core/logging.sh | 625 | standard
logging_get_status | ./lib/core/logging.sh | 679 | standard
init_periodic_system | ./lib/core/periodic.sh | 14 | standard
create_default_periodic_config | ./lib/core/periodic.sh | 43 | standard
get_periodic_config | ./lib/core/periodic.sh | 77 | standard
set_periodic_config | ./lib/core/periodic.sh | 93 | standard
update_last_alert_time | ./lib/core/periodic.sh | 112 | standard
is_in_silence_period | ./lib/core/periodic.sh | 146 | standard
generate_system_report | ./lib/core/periodic.sh | 184 | standard
cleanup_old_reports | ./lib/core/periodic.sh | 256 | standard
should_generate_report | ./lib/core/periodic.sh | 279 | standard
run_periodic_monitoring | ./lib/core/periodic.sh | 342 | standard
show_periodic_status | ./lib/core/periodic.sh | 366 | standard
init_reload_system | ./lib/core/reload.sh | 13 | standard
setup_signal_handlers | ./lib/core/reload.sh | 28 | standard
handle_reload_signal | ./lib/core/reload.sh | 44 | standard
handle_plugin_reload_signal | ./lib/core/reload.sh | 79 | standard
handle_log_rotation_signal | ./lib/core/reload.sh | 114 | standard
perform_config_reload | ./lib/core/reload.sh | 133 | standard
perform_plugin_reload | ./lib/core/reload.sh | 192 | standard
validate_config_file | ./lib/core/reload.sh | 237 | standard
reload_notification_configs | ./lib/core/reload.sh | 269 | standard
send_reload_signal | ./lib/core/reload.sh | 295 | standard
show_reload_status | ./lib/core/reload.sh | 341 | standard
get_reload_history | ./lib/core/reload.sh | 363 | standard
config_init | ./lib/core/config.sh | 34 | standard
config_load | ./lib/core/config.sh | 62 | standard
config_get_value | ./lib/core/config.sh | 95 | standard
config_get_array | ./lib/core/config.sh | 107 | standard
config_set_value | ./lib/core/config.sh | 120 | standard
config_create_default | ./lib/core/config.sh | 139 | standard
config_validate | ./lib/core/config.sh | 228 | standard
config_reload | ./lib/core/config.sh | 244 | standard
notification_system_init | ./lib/core/notification.sh | 18 | standard
load_notification_provider | ./lib/core/notification.sh | 73 | standard
validate_notification_provider | ./lib/core/notification.sh | 102 | standard
register_notification_provider | ./lib/core/notification.sh | 117 | standard
send_notification | ./lib/core/notification.sh | 135 | standard
diagnostics_system_init | ./lib/core/diagnostics.sh | 48 | standard
diagnostics_create_default_config | ./lib/core/diagnostics.sh | 79 | standard
diagnostics_load_config | ./lib/core/diagnostics.sh | 145 | standard
_diagnostics_parse_shell_config | ./lib/core/diagnostics.sh | 177 | standard
diagnostics_run_full | ./lib/core/diagnostics.sh | 212 | standard
_diagnostics_update_counters | ./lib/core/diagnostics.sh | 353 | standard
diagnostics_check_system_health | ./lib/core/diagnostics.sh | 386 | standard
_diagnostics_count_result | ./lib/core/diagnostics.sh | 459 | standard
diagnostics_check_disk_space | ./lib/core/diagnostics.sh | 487 | standard
diagnostics_check_memory_usage | ./lib/core/diagnostics.sh | 547 | standard
diagnostics_get_macos_memory_usage | ./lib/core/diagnostics.sh | 610 | standard
diagnostics_check_load_average | ./lib/core/diagnostics.sh | 647 | standard
diagnostics_check_configuration | ./lib/core/diagnostics.sh | 728 | standard
diagnostics_check_yaml_syntax | ./lib/core/diagnostics.sh | 802 | standard
diagnostics_check_required_fields | ./lib/core/diagnostics.sh | 877 | standard
diagnostics_check_file_permissions | ./lib/core/diagnostics.sh | 932 | standard
diagnostics_check_dependencies | ./lib/core/diagnostics.sh | 1007 | standard
diagnostics_check_required_commands | ./lib/core/diagnostics.sh | 1068 | standard
diagnostics_check_optional_commands | ./lib/core/diagnostics.sh | 1124 | standard
diagnostics_check_performance | ./lib/core/diagnostics.sh | 1180 | standard
diagnostics_check_plugin_performance | ./lib/core/diagnostics.sh | 1226 | standard
diagnostics_check_plugins | ./lib/core/diagnostics.sh | 1317 | standard
diagnostics_check_plugin_availability | ./lib/core/diagnostics.sh | 1363 | standard
get_diagnostic_summary | ./lib/core/diagnostics.sh | 1430 | standard
cleanup_diagnostic_reports | ./lib/core/diagnostics.sh | 1476 | standard
format_json_array | ./lib/core/diagnostics.sh | 1513 | standard
diagnostics_get_summary | ./lib/core/diagnostics.sh | 1530 | standard
diagnostics_cleanup_reports | ./lib/core/diagnostics.sh | 1562 | standard
_diagnostics_format_json_array | ./lib/core/diagnostics.sh | 1613 | standard
memory_plugin_info | ./lib/plugins/memory/memory.sh | 21 | standard
memory_plugin_configure | ./lib/plugins/memory/memory.sh | 26 | standard
memory_plugin_check | ./lib/plugins/memory/memory.sh | 58 | standard
cpu_plugin_info | ./lib/plugins/cpu/cpu.sh | 19 | standard
cpu_plugin_configure | ./lib/plugins/cpu/cpu.sh | 24 | standard
cpu_plugin_check | ./lib/plugins/cpu/cpu.sh | 54 | standard
get_cpu_usage | ./lib/plugins/cpu/cpu.sh | 111 | standard
get_load_average | ./lib/plugins/cpu/cpu.sh | 173 | standard
disk_plugin_info | ./lib/plugins/disk/disk.sh | 22 | standard
disk_plugin_configure | ./lib/plugins/disk/disk.sh | 27 | standard
disk_plugin_check | ./lib/plugins/disk/disk.sh | 59 | standard
process_plugin_info | ./lib/plugins/process/process.sh | 18 | standard
process_plugin_configure | ./lib/plugins/process/process.sh | 23 | standard
process_plugin_check | ./lib/plugins/process/process.sh | 42 | standard
webhook_provider_init | ./lib/notifications/webhook/webhook.sh | 15 | standard
webhook_provider_configure | ./lib/notifications/webhook/webhook.sh | 29 | standard
webhook_provider_info | ./lib/notifications/webhook/webhook.sh | 43 | standard
webhook_provider_send | ./lib/notifications/webhook/webhook.sh | 48 | standard
webhook_provider_test | ./lib/notifications/webhook/webhook.sh | 186 | standard
webhook_provider_validate | ./lib/notifications/webhook/webhook.sh | 201 | standard
webhook_provider_status | ./lib/notifications/webhook/webhook.sh | 226 | standard
discord_provider_info | ./lib/notifications/discord/discord.sh | 20 | standard
discord_provider_configure | ./lib/notifications/discord/discord.sh | 25 | standard
discord_provider_send | ./lib/notifications/discord/discord.sh | 51 | standard
teams_provider_info | ./lib/notifications/teams/teams.sh | 20 | standard
teams_provider_configure | ./lib/notifications/teams/teams.sh | 28 | standard
teams_provider_send | ./lib/notifications/teams/teams.sh | 60 | standard
teams_provider_test | ./lib/notifications/teams/teams.sh | 189 | standard
teams_provider_validate | ./lib/notifications/teams/teams.sh | 204 | standard
teams_provider_status | ./lib/notifications/teams/teams.sh | 257 | standard
slack_provider_info | ./lib/notifications/slack/slack.sh | 21 | standard
slack_provider_configure | ./lib/notifications/slack/slack.sh | 26 | standard
slack_provider_send | ./lib/notifications/slack/slack.sh | 53 | standard
email_provider_info | ./lib/notifications/email/email.sh | 27 | standard
email_provider_configure | ./lib/notifications/email/email.sh | 32 | standard
email_provider_send | ./lib/notifications/email/email.sh | 95 | standard
send_via_mail | ./lib/notifications/email/email.sh | 171 | standard
send_via_sendmail | ./lib/notifications/email/email.sh | 200 | standard
send_via_smtp | ./lib/notifications/email/email.sh | 240 | standard
